review_text,rating
"of course these are no energizer bunny batteries, but for the price and amount you get, you cant beat it! They come in individual packs of 4, inside a white box to keep them in. I would recommend it",5
"These are budget friendly but don't last! I bought for my battery operated candles that typically use batteries for 6-8 weeks. Twice these batteries barely lasted 1 week. It was so disappointing. Amazon produce are usually so good, but I would not recommend these.",1
have not used yet but a battery is a battery good price,4
The screen picture is crisp and bright. I will use this tablet for many things.,5
I purchased this when my last tablet died. It meets all basic needs and the price was great.,4
"In my opinion these did not last anywhere near as long as Duracel in things like LED candles (which is crazy) and trail cameras. Cameras were not exposed to cold temps more or less than other batteries. WE buy in bulk for the north house. Amazon Basics is great for things like sheets and beeding and towels. In my opinion the battery life, in the large package of aaa and aa size we purchased were lacking.",2
"When I first started getting the Amazon basic batteries I really liked them. With recent purchases, they do not seem to last like they had, or maybe a mixed-bag (inconsistent with some lasting better than others). I have not done any tests, but feel some other brands may last longer. However, the price is hard to beat.",3
"They didn't last very long in my cheap camera. With them not being lithium I didn't expect them to last forever, but I should of gotten more then a days use out of them. In my Xbox controller they lasted an adequate amount of time. So all in all these definitely aren't for heavy use and the price point reflects that.",3
"Date on the back of these were 1992. Yeah, 1992. Inedible.",1
Great gift for any age. Wish I bought two. I can do everything on this that I was doing on my ipad,5
I got this tablet on sale for my wife and she loves it,5
During my first recharging they were leaking and wrapping was coming off. A waste of money,1
Sorry to say I've been disappointed with these. They didn't last as long in my remotes and RC transmitters as even other store brand alkaline batteries.,3
I bought this for my daughter and she loves it. It's speedy when loading books!,5
This product is very handy on the go. I can check emails and find work for my truck.,4
Wish I didn't buy these. Amazon does a lot of things well but batteries No. Not so much. These do not work for more than a moment. Lay the extra for name brand.,1
"This Kindle doesn't have a lighted screen like the pricier models but it has a higher dpi screen than the lower model. It's exactly what I needed, nothing more, nothing less. I've had no problems with the reader at all so far so I'll give it 5 stars.",5
Great tablet for a kid enjoys very much would buy again,4
